주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
PAR-000081,문창동제8노상,공영,노상,대전광역시 중구 보문로20번길 38,대전광역시 중구 문창동 116-15,8,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,대전광역시 중구청 교통과,042-606-6865,36.31620835,127.437921,2022-09-16,3650000,대전광역시 중구
PAR-000082,문화1동제5노상,공영,노상,대전광역시 중구 과례로67번길 24,대전광역시 중구 문화동 263-9,12,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,대전광역시 중구청 교통과,042-606-6865,36.31402901,127.4116531,2022-09-16,3650000,대전광역시 중구
PAR-000083,청솔아파트옆,공영,노상,강원도 태백시 해지개길 26,강원도 태백시 황지동 665-1,20,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16124507,128.9833791,2022-09-28,4220000,강원도 태백시
PAR-000084,황지고둥학교옆,공영,노상,강원도 태백시 해지개길 24,강원도 태백시 황지동 665-1,17,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16111252,128.9837359,2022-09-28,4220000,강원도 태백시
PAR-000085,황지중앙초등학교옆,공영,노상,강원도 태백시 장수길 18,강원도 태백시 황지동 274-508,8,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17914351,128.9850259,2022-09-28,4220000,강원도 태백시
PAR-000086,장성석공마트옆,공영,노외,강원도 태백시 석공길 24,강원도 태백시 장성동 147-1,11,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.10342569,129.0076444,2022-09-28,4220000,강원도 태백시
PAR-000087,2주공아파트옆,공영,노상,강원도 태백시 황지로 19,강원도 태백시 황지동 90-7,7,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16068735,128.9901189,2022-09-28,4220000,강원도 태백시
PAR-000088,화전동 마을회관,공영,노외,강원도 태백시 외솔배기길 100,강원도 태백시 화전동 11-22,28,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17934921,128.9769662,2022-09-28,4220000,강원도 태백시
PAR-000089,장성농공단지옆,공영,노외,강원도 태백시 계산8길 37,강원도 태백시 장성동 240-12,10,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.10741685,128.998827,2022-09-28,4220000,강원도 태백시
PAR-000090,삼성화재후면,공영,노상,강원도 태백시 문화로북길 8,강원도 태백시 황지동 59-46,46,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16712283,128.9914104,2022-09-28,4220000,강원도 태백시
PAR-000091,상장동(구)골든세차장,공영,노외,강원도 태백시 상장로 33,강원도 태백시 황지동 114-34,24,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.14936651,128.9903229,2022-09-28,4220000,강원도 태백시
PAR-000092,황지자유시장(제2주차장),공영,노외,강원도 태백시 새시장1길 40,강원도 태백시 황지동 38-280,40,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 50퍼센트 할인,강원도 태백시 황지자유시장조합,033-552-2634,37.17443924,128.9923502,2022-09-28,4220000,강원도 태백시
PAR-000093,"태백역, 황연동사무소(1공영)",공영,노외,강원도 태백시 황연길 29,강원도 태백시 황지동 274-681,28,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 51퍼센트 할인,강원도 태백시청,033-550-2105,37.1778968,128.9880201,2022-09-28,4220000,강원도 태백시
PAR-000094,국민은행옆(2공영),공영,노외,강원도 태백시 먹거리길 71,강원도 태백시 황지동 253-148,38,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 52퍼센트 할인,강원도 태백시청,033-550-2105,37.1751845,128.9885423,2022-09-28,4220000,강원도 태백시
PAR-000095,산칠록목욕탕옆(3공영),공영,노상,강원도 태백시 연지로 28,강원도 태백시 황지동 8-2,50,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 53퍼센트 할인,강원도 태백시청,033-550-2105,37.17586199,128.9902313,2022-09-28,4220000,강원도 태백시
PAR-000096,보건소앞우회도로(4공영),공영,노상,강원도 태백시 태백로 922,강원도 태백시 황지동 38-383,44,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 54퍼센트 할인,강원도 태백시청,033-550-2105,37.17498458,128.9927881,2022-09-28,4220000,강원도 태백시
PAR-000097,LA갈비옆,공영,노상,강원도 태백시 황지로 247-1,강원도 태백시 황지동 273-9,19,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17827968,128.9846843,2022-09-28,4220000,강원도 태백시
PAR-000098,중앙로(5공영),공영,노상,강원도 태백시 번영로 349,강원도 태백시 황지동 42-14,34,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 55퍼센트 할인,강원도 태백시청,033-550-2105,37.1719572,128.9914473,2022-09-28,4220000,강원도 태백시
PAR-000099,한마음신협앞(6공영),공영,노상,강원도 태백시 번영로 362,강원도 태백시 황지동 29-7,26,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 56퍼센트 할인,강원도 태백시청,033-550-2105,37.1714144,128.9927815,2022-09-28,4220000,강원도 태백시
PAR-000100,한마음산부인과앞(7공영),공영,노외,강원도 태백시 서황지로 4,강원도 태백시 황지동 25-150,18,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 57퍼센트 할인,강원도 태백시청,033-550-2105,37.17200869,128.9901312,2022-09-28,4220000,강원도 태백시
PAR-000101,1주공앞(8공영),공영,노외,강원도 태백시 서황지로 4,강원도 태백시 황지동 25-150,42,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 58퍼센트 할인,강원도 태백시청,033-550-2105,37.17200869,128.9901312,2022-09-28,4220000,강원도 태백시
PAR-000102,고려의원옆(9공영),공영,노외,강원도 태백시 황지로 90,강원도 태백시 황지동 62-3,35,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,유료,30,500,10,200,5000,10000,75000,현금,경차+국가유공자+장애인 차량 59퍼센트 할인,강원도 태백시청,033-550-2105,37.16674399,128.9921716,2022-09-28,4220000,강원도 태백시
PAR-000103,자유시장앞(10공영),공영,노상,강원도 태백시 태백로 954,강원도 태백시 황지동 33-86,18,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17234977,128.9937688,2022-09-28,4220000,강원도 태백시
PAR-000104,철암보건지소옆,공영,노외,강원도 태백시 철암길 2,강원도 태백시 철암동 349-18,74,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.11728633,129.0397963,2022-09-28,4220000,강원도 태백시
PAR-000105,철암 삼방교위,공영,노외,강원도 태백시 삼방길 10,강원도 태백시 철암동 351-7,19,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.11629505,129.0384673,2022-09-28,4220000,강원도 태백시
PAR-000106,철암 후미끼리,공영,노외,강원도 태백시 마산등길 32,강원도 태백시 철암동 331-3,10,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.11727155,129.0460318,2022-09-28,4220000,강원도 태백시
PAR-000107,통리 의용소방대앞,공영,노상,강원도 태백시 통리길 13,강원도 태백시 통동 346-104,121,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16883825,129.0370166,2022-09-28,4220000,강원도 태백시
PAR-000108,통리초등학교옆,공영,노상,강원도 태백시 통골길 13,강원도 태백시 통동 70-3,32,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16713707,129.0350302,2022-09-28,4220000,강원도 태백시
PAR-000109,통리초등학교옆,공영,노상,강원도 태백시 통골길 13,강원도 태백시 통동 70-3,32,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16713707,129.0350302,2022-09-28,4220000,강원도 태백시
PAR-000110,태백역옆,공영,노외,강원도 태백시 서황지로 79,강원도 태백시 황지동 257,46,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17634042,128.9833806,2022-09-28,4220000,강원도 태백시
PAR-000111,3주공옆,공영,노상,강원도 태백시 고원로 279,강원도 태백시 황지동 674,28,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17547577,128.9815262,2022-09-28,4220000,강원도 태백시
PAR-000112,절골안길,공영,노외,강원도 태백시 절골2길 28,강원도 태백시 황지동 362-47,55,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17638519,128.9791853,2022-09-28,4220000,강원도 태백시
PAR-000113,절골 서울설비옆,공영,노외,강원도 태백시 고원로 305-5,강원도 태백시 황지동 353-23,44,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.1773358,128.9793649,2022-09-28,4220000,강원도 태백시
PAR-000114,중앙공업사옆,공영,노상,강원도 태백시 문화로2길 6,강원도 태백시 황지동 74-123,12,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16656549,128.9927465,2022-09-28,4220000,강원도 태백시
PAR-000115,부일갈비옆,공영,노상,강원도 태백시 문화로3길 91,강원도 태백시 황지동 71-94,20,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17052461,128.9934965,2022-09-28,4220000,강원도 태백시
PAR-000116,대현목욕탕옆,공영,노상,강원도 태백시 황지남3길 5,강원도 태백시 황지동 70-9,11,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17043962,128.9927383,2022-09-28,4220000,강원도 태백시
PAR-000117,황지체육사옆,공영,노상,강원도 태백시 시장남1길 17,강원도 태백시 황지동 33-67,5,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17231342,128.9931021,2022-09-28,4220000,강원도 태백시
PAR-000118,황연동주민센터위,공영,노상,강원도 태백시 황연길 19,강원도 태백시 황지동 274-498,16,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17755719,128.9876581,2022-09-28,4220000,강원도 태백시
PAR-000119,성지사우나옆,공영,노상,강원도 태백시 금계길 28,강원도 태백시 황지동 368-254,16,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17813611,128.9824282,2022-09-28,4220000,강원도 태백시
PAR-000120,삼성프라자옆,공영,노상,강원도 태백시 태백로 992,강원도 태백시 황지동 73-15,18,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16905188,128.9941075,2022-09-28,4220000,강원도 태백시
PAR-000121,조화사옆,공영,노상,강원도 태백시 상장3길 3,강원도 태백시 황지동 108-35,14,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.15408119,128.9899506,2022-09-28,4220000,강원도 태백시
PAR-000122,황연동주민센터옆,공영,노상,강원도 태백시 황연3길 13,강원도 태백시 황지동 274-653,32,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17810843,128.9875151,2022-09-28,4220000,강원도 태백시
PAR-000123,태백시외버스터미널옆,공영,노상,강원도 태백시 금계길 9-7,강원도 태백시 황지동 368-132,10,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17705864,128.9843263,2022-09-28,4220000,강원도 태백시
PAR-000124,범패사 입구,공영,노외,강원도 태백시 풀미당골길 1-4,강원도 태백시 황지동 23-6,20,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17395014,128.9945769,2022-09-28,4220000,강원도 태백시
PAR-000125,태광주유소앞,공영,노상,강원도 태백시 태백로 892,강원도 태백시 황지동 8-71,22,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17722583,128.9904699,2022-09-28,4220000,강원도 태백시
PAR-000126,황지연지지구,공영,노외,강원도 태백시 태백로 915,강원도 태백시 황지동 20-37,47,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.17582449,128.9933884,2022-09-28,4220000,강원도 태백시
PAR-000127,2주공후문,공영,노상,강원도 태백시 황지로 13-1,강원도 태백시 황지동 87-36,13,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.1601932,128.9900224,2022-09-28,4220000,강원도 태백시
PAR-000128,현대아파트옆,공영,노외,강원도 태백시 해지개길 26,강원도 태백시 황지동 665-1,26,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.16124507,128.9833791,2022-09-28,4220000,강원도 태백시
PAR-000129,너와집옆,공영,노외,강원도 태백시 고원로 35,강원도 태백시 황지동 208-9,12,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.15854059,128.9879394,2022-09-28,4220000,강원도 태백시
PAR-000130,고원예식장앞,공영,노외,강원도 태백시 짐대배기2길 12,강원도 태백시 황지동 194-60,7,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.15594774,128.9885693,2022-09-28,4220000,강원도 태백시
PAR-000131,SK부자주유소옆,공영,노외,강원도 태백시 상장로 86,강원도 태백시 황지동 108-33,31,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.1541607,128.9899637,2022-09-28,4220000,강원도 태백시
PAR-000132,문곡역옆(상장),공영,노상,강원도 태백시 상장로 61,강원도 태백시 황지동 180,17,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.1520758,128.9897877,2022-09-28,4220000,강원도 태백시
PAR-000133,함태중학교앞,공영,노상,강원도 태백시 번영로 11,강원도 태백시 황지동 166-2,34,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.14594878,128.9865614,2022-09-28,4220000,강원도 태백시
PAR-000134,문곡소도동주민센터옆,공영,노외,강원도 태백시 용담1길 9-4,강원도 태백시 소도동 78,18,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.13151797,128.9593539,2022-09-28,4220000,강원도 태백시
PAR-000135,소도다목적광장,공영,노외,강원도 태백시 태백산로 4725,강원도 태백시 소도동 316-48,139,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.1310592,128.9564218,2022-09-28,4220000,강원도 태백시
PAR-000136,장성어린이집옆,공영,노외,강원도 태백시 장성1길 66,강원도 태백시 장성동 150-54,37,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.10097439,129.0059579,2022-09-28,4220000,강원도 태백시
PAR-000137,장성중앙시장옆,공영,노외,강원도 태백시 장성로 44,강원도 태백시 장성동 159-8,23,기타,미시행,평일,0:00,23:59,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,강원도 태백시청,033-550-2105,37.10114312,129.0100055,2022-09-28,4220000,강원도 태백시
